 No,class,tweet
255,0,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"""
256,0,"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!"""
257,0,!!!!&#8220 @selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221
258,0, &amp  you might not get ya bitch back &amp  thats that 
259,0,""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch"
260,0, Keeks is a bitch she curves everyone  lol I walked into a conversation like this. Smh
261,0, Murda Gang bitch its Gang Land 
262,0, So hoes that smoke are losers ?  yea ... go on IG
263,0, bad bitches is the only thing that i like 
264,0, bitch get up off me 
265,0, bitch nigga miss me with it 
266,0, bitch plz whatever 
267,0, bitch who do you love 
268,0, bitches get cut off everyday B 
269,0, black bottle &amp  a bad bitch 
270,0, broke bitch cant tell me nothing 
271,0, cancel that bitch like Nino 
272,0, cant you see these hoes wont change 
273,0, fuck no that bitch dont even suck dick  &#128514 &#128514 &#128514 the Kermit videos bout to fuck IG up
274,0, got ya bitch tip toeing on my hardwood floors  &#128514 http://t.co/cOU2WQ5L4q
275,0, her pussy lips like Heaven doors  &#128524
276,0, hoe what its hitting for 
277,0, i met that pussy on Ocean Dr . i gave that pussy a pill  &#128524
278,0, i need a trippy bitch who fuck on Hennessy 
279,0, i spend my money how i want bitch its my business 
280,0, i txt my old bitch my new bitch pussy wetter 
281,0, i'd say im back to the old me but my old bitches would get excited  &#128524
282,0, if you aint bout that Murder Game pussy nigga shut up 
283,0, if you're toes ain't done you pussy stinks 
284,0, im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that 
285,0, is that ya bitch 
286,0, it aint nothing to cut a bitch off 
287,0, jus meet son now he ya mane ass bitches  #Shots
288,0, lames crying over hoes thats tears of a clown 
289,0, like Snoop said in 94 we dont love these hoes 
290,0, most hated but the hoes favorite  #2MW #SevenOne # http://t.co/BMdSVMc3rC
291,0," nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick http://t.co/bzRDl3kF7U"
292,0, pimps up pimps up hoes down  Future voice
293,0, post a picture of that pussy get 200 likes 
294,0, pussy is a powerful drug  &#128517 #HappyHumpDay http://t.co/R8jsymiB5b
295,0, quick piece of pussy call it a drive by 
296,0, running round here like some brand new pussy thats bout to get fucked 
297,0, these bitches even worst they'll send them guys for you 
298,0, these hoes like niggas that spend money not talk bout it 
299,0, we dont trust these niggas all these bitches 
300,0, yall niggas b cuffing hoes cause yall aint never have bitches 
301,0," you dodge a bullet  &#128517 &#8220 @DaRealKha: All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;
 young Pill Chamberlain these bitches love my music 
""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."
302,0,&#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 &#128514 @DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight
303,0,&#128514 &#128514 &#128514 @The_Paradox: And ima steal his cat n replace it with a pitbull &#128514 &#128514 &#128514 &#128514  RT @80sbaby4life: @The_Paradox He a bitch you should do it
304,0,&amp  he's gone always be a hoe
305,0,"""...Son of a bitch took my Tic Tacs.""

I like this movie."
306,0,..All I wanna do is get money and fuck model bitches! - Russell Simmons
307,0,"@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet
""@A7XDemery: I'm a fucking fag they said"
308,0,@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz how does doing this stuff make him a pussy?
309,0,@BaylaaGottaBody: &#128514 &#128514 &#128514 &#128514  I ain't shit . Damn Skippy lol
310,0,"@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance
""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u 0 rings 0 mvps 0 bitches lol"
311,0,"@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"
312,0,@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e he's a pussy with not tattooing them nipples
313,0,@Bill215_: &#128175 &#128175 &#128175  RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553 &#128553 &#128553  that shit aint cuteeeee but niggas act like bitches..
314,0,@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou woof woof
315,0,@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6 yeah she's a hoe
316,0,"@BlackNerdJade: Ok, sis. She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her"
317,0,@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer gaywad
318,0,@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k it wasn't even funny lol
319,0,@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx fr ..... LULWHORE
320,0,@CASHandBOOBIES: I been kidnapped yo bitch
321,0,@CB_Baby24: @white_thunduh alsarabsss hes a beaner smh you can tell hes a mexican
322,0,@CCobey: @AydanMcCoy happy birthday nigs Thanks yo
323,0,@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1 this bitch need to go!!!
324,0,"@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h"
325,0,@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp  weave?
326,0,@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas you better start looting my nig
327,0,@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.
328,0,@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R me as a 9 year old
329,0,@CeleyNichole: @white_thunduh how come you never bring me food i dont have a car retard
330,0,@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore chill I brought like like 8 prople
331,0,@ChandlerParsons: How bout them Cowboys!!!! Shutup pussy
332,0,@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI &lt bitch want likes for some depressing shit..foh
333,0,@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.
334,0,"@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged foh"
335,0,"@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"
336,0,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;"
337,0,@DBAB_Holloway: Check out our 12th man. #CowboysNation even with all those faggot ny fans in the stands
338,0,@DGotBricks: What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
339,0,@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554 &#128527 &#128056 wow
340,0,"@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn"
341,0,@DiamondLoudKush: The fuck be wrong with these bitches? Nobody knows
342,0,@Dietrich1892: Yall shut up:p make me bitch
343,0,"@DionaIrish: I hate a ""I'm pregnant type of bitch."""
344,0,@DoYou_Q: Got bitches in the DM but I don't ever read'em which is y your top 3
345,0,@G27Status: I could go for a fat ass bitch on my lap same
346,0,"@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle
""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao &#128514 &#128514 &#128514 &#128514"
347,0,@GagaTom1: &#8220 @MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221 fuck yeah
348,0,@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564 &#128075 ainna bruh
349,0,"@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;
""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit
""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck"
350,0,"@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao
""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;"
351,0,"@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!
""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"
352,0,@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514 &#128514
353,0,"@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes. ...nah, I throw no look passes lmao"
354,0,@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp  outta jail &amp  dumb bitches with mad kids fuckin em.
355,0,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them"
356,0,"@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU. BYE HOE!"
357,0,"@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;
""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5 &#128557 &#128514"
358,0,@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back
359,0,@Latrobemark: You love these hoes more then money wats wrong these niggas
360,0,@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo. ...sounding like me over there lol
361,0,"@LiLFridayHOE: Easy cum, easy hoe That's a fact !"
362,0,@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7 major fucking respect for Charlie Sheen.
363,0,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho"
364,0,@Lil_Mike_12: Fuck twerking bitch can you cook ?
365,0,@Linniekravitz: @WesGodLaFlare bitch wtf http://t.co/DaSmycxODB
366,0,"@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe fight me pussy&#8221 for zoe? I'm good, man."" You are good ma'am. Move along now"
367,0,@LolaaIsDope: Lmao fucking snake bitches @ em
368,0,@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525 damn &#127807 &#128064 &#127807
369,0,"@MvckFadden: ""Stay beautiful you bitch""
""""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls"
370,0,@NastyCopper: Money getting taller and bitches getting blurry
371,0,@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514 I'm obsessed with mine &#128529
372,0,@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP @J_Austin12 I meant to do this one. Smh.
373,0,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao"
374,0,@No_FAKINGG: People always asking me what I'm mixed with. She a bad asian bitch lol
375,0,@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward but at least he isn't a cripple like your hero Roach lmaoo
376,0,"@OfficialReplay: I am lowkey tired. ...if you tired, be quiet and go to sleep hoe!"
377,0,@PRAYINGFORHEAD: &#8220 @macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221  http://t.co/cussDJesRK
378,0,@PRETTyBOSs_BRAt: We don't love these hoes &#128080 &#128581
379,0,@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!
380,0,"@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was  don't be a pussy and speed up"" lol"""
381,0,"@PoemsPorn: Quote this tweet with your favorite animal.""pussy
""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"
382,0,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh"
383,0,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""
384,0,@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .. s/o to the ones that can do both!
385,0,@RenegadeMo: Fat hoes get chose lol
386,0,"@RiahSM: #hoesaintloyal well they're hoes,no one expects them to be loyal"
387,0,@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass http://t.co/AmcOinY0wG
388,0,@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo
389,0,@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls lol bitch fuck you
390,0,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*"
391,0,"@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.. - anonymous"" Whata faggot"
392,0,"@SexualGxfs: @ One of your followers with this &#128525 &#128553  http://t.co/F1TJl9xnCT @ somebody, bitch if you don't"
393,0,@Shaa_Jenkins: If ya bitch always bitching clearly she care! Or just an annoying Bitch!
394,0,@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524
395,0,@SheWentToJordan: Can't worry about a bitch that ain't worried bout me #real
396,0,@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.
397,0,@Shun_stokes: &#128514 &#128514 &#128514 &#128514 RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up! &#128557 &#128557 &#128557
398,0,@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514
399,0,"@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;
""@SmeegBaby: Dese hoes be LYIN to all of us nigga"
400,0,@SnakecharmsDump: http://t.co/4b427dQZCV oh yeah fuck that bitch
401,0,@TayKnosBest: These hoes is crazy
402,0,@Taylorr_Babee: You ain't ever gonna be a slice bitch. Kevin hart. (:
403,0,"@ThatniggaTroy: Oomf so fuckin fine tho &#128553  dam @ her, don't be no bitch."
404,0,@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
405,0,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly"
406,0,@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt &gt &gt Its only right
407,0,@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful? No. Ugly monkey ass.
408,0,"@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming
""@TheRealRickyB21: @JetsAndASwisher faggot bitch http://t.co/2HyyAbk4eH"
409,0,"@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0 &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?"
410,0,"@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540; fight me""why ?"
411,0,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho"
412,0,@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514 &#128080 &#128299 &#128299 &#128298 &#128514 &#128514 Kim bye!!!
413,0,@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying you got that dope dick. Drive these bitches loco
414,0,@XoJennyGirl: I'm making marack my girlfriend . @marackaf aye b you pullin hoes just like o taught you
415,0,@XoXo__Angiee: Bruno fag boy you love me.
416,0,@YEHits_Von: &#8220 @Run_DRC: I must be a bitch&#8221  you are &#128514 &#128514 &#128514  sike naw This why we always beefing &#128514
417,0,"@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan
""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702 Thanks pal"
418,0,@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks. wait till friday
419,0,"@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;
""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake.."
420,0,@_BeeDontCare My pussy still fresh &lt ----- something stank girls say.
421,0,@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527 I slapped a girl on the ass. . She got mad I aint get pussy for a week
422,0,@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard I see that you're mad about this.
423,0,@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE! ..looking like black&amp milds out here
424,0,@__Sugga: There's a lane some bitches need to stay in &#128526 the left n get right the fuck outta our face &#128557 &#128129 &#128536
425,0,@__sneakyb: I hate when boys deny that they have bitches &#128080 &#128553 smh
426,0,@__taradise__: Ya nigs out there still saying y'all don't eat butt?! WITH A STRAIGHT FACE!
427,0,@__youreWelcome: Im a boss ass bitch ...that needs to sit in a corner
428,0,"@_iwantfranny: He's a hoe , I can't"
429,0,"@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets
""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;"
430,0,@_simplycaitlin: why do my friends hate me because you a ratchet hoe..
431,0,@adriwadrri: No love for these fuck niggas hoes*
432,0,@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK sexy as fuck scally lad. I would love to meet him and his trainers.
433,0,@airmaxlad1: Sniff http://t.co/FHHbBRMYBN perved up scally lad. fuck yeah.
434,0,@alejandra_p13: These bitches love Sosa
435,0,@alexissixela__: &#8220 @white_thunduh: I legit watched it for about 30 or 40 seconds &#128529 &#8221 SO DID I WTF prob cause were retarded smh
436,0,"@allisonnamaya_: What should I name my cat, ideas? Mr pussy"
437,0,@altosteel115: http://t.co/tM28mh5XG2 woof woof. Sexy thug boy scally.
438,0,@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547 &#128530 &#128542 when you married bitches makes demands!!!! You haven't called me
439,0,@analicialouise: Tevin is my favorite sophomore I think he's so funny Hes really not. Lmaoo hes a little hoe
440,0,@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c fuck yeah sexy scally lad in hot gear
441,0,@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj I love scally play. Fuck yeah
442,0,@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF fuck yeah. I love scally lad action. Hot trainers too.
443,0,@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514 &#128514 &#128557
444,0,"@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221; fuck yeah. Eat that trainer u dirty fucker"
445,0,@sierrabernia: &#8220 @T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514 &#8221  yeah Meghan goods is
446,0,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"
447,0,"Do you believe these hoes are not in fact loyal? I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"
448,0,"Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates
""Don't make me make you fall in live with a nigga like meee... The birds 1&amp 2 are my favorite songs by Weeknd"
449,0,"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."
450,0,"Don't you ever give my pussy away. You keep it tight, alright?"
451,0,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7"
452,0,Dumb bitches do dumb things
453,0,Eat the pussy like a real nigga hungry
454,0,Eff it. Let's go after the cripple. http://t.co/kSaMx1JPfV
455,0,Everything look better with a bitch next to it
456,0,Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf
457,0,For every bad bitch there is a nigga tired of fucking her
458,0,"Foreign chick, no lie.. Man that bitch Beautiful"
459,0,Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich. http://t.co/Cgx3HNAK9A
460,0,Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku
461,0,I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her
462,0,I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi
463,0,"I got a sister, she told me stop calling women bitches.."
464,0,I guess this is the night bitches die...!!!! Stewie is that nigga...!
465,0,"I had a bitch that had a bitch, had the bitch eating halibut.. - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"
466,0,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
467,0,"I heard you was looking for Candy Man, bitch"
468,0,"I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually. -Katt Williams @LetMicahDown"
469,0,I just got a number 3 I'm a bitch boy
470,0,"I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;
""""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
471,0,I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.
472,0,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
473,0,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;"
474,0,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
475,0,"I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG
""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.
""I woke up like thi- bitch go back to bed"
476,0,I would rather you call me bitch than sir -my manager
477,0,I'll beat on that pussy so hard
478,0,I'm a funky ass honkey. - @jtimberlake 's shout out to @macklemore tonight before Cabaret &#128514 #JT2020Tour
479,0,I'm comparing KFC to the pussy @MaxOn_MaxOff5
480,0,I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it! -Axl Rose yelling at his sex robot
481,0,"I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"
482,0,I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol
483,0,I'm probably your main bitch chocolate dipped cinnamon apple
484,0,"I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""
""I'm sorry I fucked yo bitch... But she really dig a nigga @KingL"
485,0,IBS irritable bitch syndrome.
486,0,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa"
487,0,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ"
488,0,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
489,0,Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight hahahahahahahahaha #50centmovie #beforeiselfdestruct
490,0,"""In My Mind""
Gotta be the dumb hoe anthem..."
491,0,It takes a true directioner to accept Larry You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry
492,0,"It's allegations, were u in the bedroom? Did u see it? Words of a naive &amp blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
493,0,"It's never too late to tag a bitch.""- @CyFyre
""It's the dykes -hunter dyke with a dyke http://t.co/LGtw3AWMeh"
494,0,"Julia Roberts, you're a ho @LaurenGardner8 #NottingHill"
495,0,My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!
496,0,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;"
497,0,My twitter was hacked = I'm too pussy to admit that I said it and now I want to act like I never said it.
498,0,"Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job you in the back like damn bitch really"
499,0,New Flame the song of the yr lol that bitch SUPER run like
500,0,"Niggas always yelling ""Fuck bitches, Get money meanwhile they're broke and still want the bitches&#8230;."""
